carat,cut,color,clarity,depth,table,x,y,z,price
0.31,Premium,E,VS2,61.0,59.0,4.39,4.33,2.66,872
0.5,Premium,D,SI1,61.3,60.0,5.15,5.1,3.14,1279
1.07,Very Good,G,SI2,59.9,59.0,6.61,6.67,3.98,4201
0.71,Premium,G,VS2,60.3,59.0,5.79,5.76,3.48,2443
1.01,Premium,H,VS1,61.1,58.0,6.48,6.45,3.95,5515
1.01,Very Good,E,VS2,63.1,56.0,6.34,6.4,4.02,6480
0.74,Ideal,J,VVS2,61.7,55.0,5.83,5.87,3.61,2106
0.4,Ideal,G,VVS1,61.6,57.0,4.76,4.75,2.93,1200
1.11,Fair,H,SI2,64.4,58.0,6.55,6.5,4.2,3730
0.43,Premium,G,SI1,62.7,56.0,4.83,4.8,3.02,968
0.37,Very Good,F,VS1,58.6,65.0,4.68,4.71,2.75,863
0.4,Very Good,G,VS1,60.0,56.0,4.81,4.85,2.9,853
0.54,Ideal,D,SI1,60.7,56.0,5.3,5.27,3.21,1786
1.13,Very Good,F,VVS2,59.6,59.0,6.82,6.87,4.08,9539
0.72,Premium,F,SI1,62.6,59.0,5.74,5.69,3.58,2318
1.2,Fair,F,I1,64.6,56.0,6.73,6.66,4.33,2809
1.05,Good,G,SI2,63.2,54.0,6.49,6.52,4.11,4241
0.33,Ideal,G,VS1,61.6,57.0,4.41,4.45,2.73,666
0.32,Ideal,H,VS1,61.1,56.0,4.44,4.46,2.72,561
1.06,Ideal,D,VS1,61.7,55.0,6.53,6.57,4.04,8893
0.57,Ideal,F,VS2,60.7,56.0,5.37,5.41,3.27,2096
1.0,Fair,G,VS2,64.5,58.0,6.26,6.2,4.02,5161
1.03,Ideal,H,SI2,61.1,57.0,6.48,6.52,3.97,4325
0.23,Very Good,D,VVS2,63.5,58.0,3.86,3.89,2.46,485
0.36,Ideal,H,SI1,61.4,56.0,4.56,4.59,2.81,684
1.27,Premium,H,VS2,58.9,61.0,7.09,7.03,4.16,5832
0.75,Ideal,J,SI1,61.5,56.0,5.83,5.87,3.6,2850
1.2,Ideal,H,VS2,62.2,55.0,6.76,6.85,4.23,6956
0.31,Premium,E,SI1,58.3,60.0,4.51,4.48,2.62,698
0.37,Very Good,F,SI2,60.7,57.0,4.62,4.67,2.82,487
1.51,Premium,H,VS1,61.0,60.0,7.29,7.34,4.46,11161
1.04,Ideal,G,SI2,61.9,58.0,6.47,6.51,4.02,4973
0.71,Ideal,D,VS2,61.2,56.0,5.76,5.78,3.53,3135
1.0,Very Good,E,SI2,60.6,61.0,6.39,6.44,3.89,4312
1.35,Premium,J,SI1,61.1,61.0,7.13,7.1,4.35,5715
1.03,Ideal,F,VS2,60.2,54.0,6.64,6.61,3.99,7550
0.32,Premium,I,VS1,61.0,60.0,4.47,4.42,2.71,648
0.46,Very Good,G,VS1,62.8,57.0,4.92,4.83,3.06,1049
0.74,Very Good,E,SI2,63.0,58.0,5.73,5.77,3.62,2282
0.75,Fair,F,VS1,55.8,70.0,6.09,5.98,3.37,2859
0.3,Ideal,G,VS1,61.9,56.0,4.34,4.29,2.67,776
0.71,Ideal,F,VS1,62.6,55.0,5.71,5.67,3.56,2920
0.51,Premium,H,VVS2,60.8,61.0,5.12,5.08,3.1,1749
2.01,Very Good,I,VS1,62.8,59.0,8.02,8.07,5.05,17877
0.38,Premium,E,VS2,62.2,59.0,4.67,4.63,2.89,1112
0.54,Ideal,G,VS2,61.5,55.0,5.24,5.27,3.23,1422
1.01,Very Good,E,VS2,63.2,57.0,6.38,6.35,4.02,6787
0.42,Very Good,E,VVS2,62.1,56.0,4.79,4.82,2.98,1167
0.36,Very Good,G,VVS2,59.5,56.0,4.68,4.73,2.8,858
0.7,Premium,E,SI1,61.2,57.0,5.73,5.68,3.49,2777
0.42,Premium,D,SI1,60.8,59.0,4.85,4.82,2.94,1040
0.59,Very Good,F,SI1,63.1,57.0,5.39,5.36,3.39,2124
0.7,Good,I,VS2,57.1,61.0,5.9,5.93,3.38,2010
1.08,Good,E,SI2,63.7,57.0,6.54,6.49,4.15,4742
0.31,Ideal,H,VVS2,62.4,56.0,4.38,4.34,2.72,802
1.06,Ideal,G,SI2,61.0,57.0,6.56,6.61,4.02,4578
0.4,Ideal,F,VVS2,61.5,59.0,4.75,4.81,2.94,1015
0.72,Premium,E,SI1,62.1,58.0,5.76,5.73,3.57,2857
0.42,Very Good,D,SI1,63.0,59.0,4.77,4.79,3.01,735
0.23,Premium,D,VVS2,58.9,60.0,4.03,3.95,2.35,688
0.56,Ideal,E,SI2,61.9,55.0,5.32,5.34,3.3,1296
0.5,Very Good,G,VVS1,61.5,56.0,5.11,5.14,3.15,1843
1.04,Premium,H,VS2,60.4,59.0,6.66,6.51,3.98,5777
0.3,Premium,G,VS1,62.5,59.0,4.32,4.25,2.68,787
1.04,Premium,F,VS2,60.1,59.0,6.61,6.56,3.96,6458
0.33,Ideal,H,VS2,61.2,55.0,4.47,4.45,2.73,668
1.01,Premium,H,SI1,62.3,58.0,6.42,6.35,3.98,4513
0.7,Ideal,D,VVS2,62.0,53.4,5.69,5.72,3.54,4369
1.3,Ideal,H,VVS2,61.5,55.0,7.07,7.03,4.34,8954
0.38,Premium,F,VS1,62.4,59.0,4.63,4.57,2.87,998
0.54,Premium,G,VS2,62.7,58.0,5.19,5.15,3.24,1637
1.01,Premium,I,SI1,62.9,58.0,6.37,6.34,4.0,4242
0.91,Premium,G,SI1,61.8,60.0,6.21,6.18,3.83,3975
0.31,Very Good,F,VS2,62.9,56.0,4.3,4.32,2.71,625
0.9,Fair,D,SI1,64.0,63.0,6.12,6.04,3.89,4796
0.4,Ideal,F,IF,61.9,54.0,4.75,4.81,2.96,1406
1.51,Premium,E,SI1,58.3,59.0,7.52,7.47,4.37,12644
0.3,Ideal,E,SI1,61.6,54.0,4.32,4.35,2.67,499
0.23,Very Good,H,VVS2,62.6,56.0,3.92,3.95,2.46,431
0.73,Very Good,H,VS1,61.6,59.0,5.74,5.81,3.56,2641
1.01,Premium,F,SI2,60.0,59.0,6.47,6.41,3.86,3897
1.04,Ideal,G,VS1,61.7,56.0,6.47,6.52,4.01,7951
0.38,Very Good,D,VS2,60.9,58.0,4.63,4.67,2.83,933
0.43,Very Good,E,VS2,62.8,56.0,4.79,4.86,3.03,981
1.12,Premium,G,IF,61.2,58.0,6.67,6.7,4.09,9440
0.34,Ideal,E,VS2,62.5,55.0,4.46,4.5,2.8,745
1.5,Fair,F,SI2,64.7,59.0,7.13,7.05,4.59,7056
0.3,Very Good,D,VS2,60.3,60.0,4.28,4.31,2.59,710
0.54,Premium,I,VS1,61.5,58.0,5.28,5.26,3.24,1389
0.71,Premium,H,SI2,62.4,56.0,5.7,5.64,3.54,2028
0.51,Premium,E,VS2,61.7,58.0,5.15,5.12,3.17,1781
0.4,Good,G,VS1,59.6,61.0,4.82,4.85,2.88,952
0.25,Very Good,G,VVS1,61.8,56.0,4.03,4.06,2.5,525
0.7,Very Good,E,VS2,62.9,57.0,5.66,5.69,3.57,2793
0.36,Ideal,G,SI1,62.7,55.0,4.54,4.59,2.86,537
0.29,Very Good,E,VS1,62.4,55.0,4.2,4.25,2.63,555
0.31,Ideal,E,VS2,62.0,55.0,4.34,4.37,2.7,680
1.06,Ideal,G,VS2,61.9,54.0,6.54,6.58,4.06,6890
0.3,Ideal,E,VVS2,61.4,55.0,4.33,4.36,2.67,949
1.0,Good,I,VS2,62.6,59.0,6.28,6.33,3.95,4081
1.23,Very Good,H,VS1,61.3,53.0,6.93,6.98,4.26,7276
1.01,Ideal,G,SI1,61.1,58.0,6.43,6.49,3.95,5497
0.5,Premium,E,VS2,58.1,61.0,5.23,5.17,3.02,1420
0.37,Ideal,E,VVS2,61.8,54.0,4.63,4.6,2.85,1082
0.34,Premium,G,VS2,61.3,58.0,4.53,4.51,2.77,765
0.41,Premium,E,SI1,62.8,59.0,4.75,4.74,2.98,969
0.37,Very Good,I,VVS2,60.9,58.0,4.64,4.68,2.84,714
0.43,Ideal,I,VVS1,62.2,57.0,4.84,4.81,3.0,968
2.29,Premium,G,SI2,62.4,60.0,8.41,8.36,5.23,15366
0.43,Ideal,G,VVS2,61.9,55.0,4.86,4.84,3.0,1129
1.04,Ideal,G,VS2,60.5,57.0,6.56,6.62,3.99,6955
1.19,Very Good,J,SI2,63.4,56.8,6.7,6.79,4.27,4329
1.29,Ideal,I,SI2,61.9,57.0,6.99,7.04,4.34,6097
0.43,Good,D,SI2,63.3,57.0,4.79,4.82,3.04,669
0.5,Premium,E,VS2,61.8,59.0,5.07,5.02,3.12,1420
0.6,Ideal,E,VS1,61.7,55.0,5.41,5.44,3.35,2774
0.36,Ideal,D,VS2,61.6,56.0,4.57,4.55,2.81,1094
1.0,Fair,E,VS2,57.4,58.0,6.57,6.64,3.79,6268
0.3,Ideal,G,VS2,62.3,56.0,4.27,4.3,2.67,526
0.55,Ideal,I,VVS1,62.7,57.0,5.17,5.23,3.26,1593
0.51,Very Good,D,VS1,61.0,57.0,5.15,5.18,3.15,1756
0.41,Premium,F,VVS2,61.0,59.0,4.82,4.79,2.93,1192
1.21,Premium,H,SI2,60.9,61.0,6.88,6.82,4.17,5218
0.31,Premium,D,SI1,58.5,59.0,4.49,4.44,2.61,537
0.56,Premium,H,VS2,62.2,60.0,5.28,5.23,3.27,1432
1.23,Very Good,H,SI1,62.3,58.0,6.79,6.83,4.24,6542
0.41,Premium,E,VS2,61.3,58.0,4.74,4.79,2.92,935
0.61,Ideal,H,VS1,61.6,56.9,5.4,5.49,3.36,1706
0.34,Ideal,H,IF,61.8,54.0,4.51,4.55,2.8,863
1.27,Good,I,VS2,63.3,63.0,6.82,6.87,4.33,5923
0.46,Ideal,D,VS2,62.7,57.0,4.93,4.89,3.08,1388
0.32,Ideal,H,VS2,63.0,57.0,4.38,4.35,2.75,648
0.9,Ideal,D,SI1,61.3,58.0,6.16,6.21,3.79,4661
1.07,Very Good,H,VS2,61.5,57.0,6.57,6.63,4.06,5254
0.56,Ideal,D,SI1,61.2,57.0,5.37,5.35,3.28,1664
0.53,Ideal,F,SI2,61.7,56.0,5.23,5.24,3.23,1142
0.93,Premium,J,SI2,61.9,57.0,6.21,6.19,3.84,2807
0.7,Very Good,D,VS2,60.7,58.0,5.7,5.73,3.47,3092
1.04,Ideal,F,I1,61.6,57.0,6.51,6.46,4.0,3718
0.31,Ideal,H,VS2,62.6,57.0,4.35,4.31,2.71,628
1.06,Good,I,VS1,58.8,62.0,6.65,6.72,3.93,4887
1.5,Premium,G,SI2,58.3,61.0,7.55,7.4,4.34,6720
0.7,Premium,D,VS2,60.9,57.0,5.71,5.69,3.47,2909
0.59,Ideal,D,IF,60.9,60.0,5.41,5.39,3.29,4916
0.37,Ideal,G,VS2,61.4,56.0,4.63,4.65,2.85,671
0.64,Very Good,G,SI1,64.0,53.8,5.49,5.53,3.53,1665
1.69,Premium,I,VS2,62.4,58.0,7.66,7.53,4.74,10600
1.08,Ideal,G,SI1,61.7,56.0,6.6,6.63,4.08,5439
1.01,Very Good,J,SI1,61.3,57.0,6.45,6.5,3.97,4153
0.51,Very Good,G,IF,59.3,57.0,5.25,5.31,3.13,2084
0.58,Ideal,G,VS1,62.6,54.0,5.3,5.34,3.33,1884
2.04,Premium,I,SI1,58.8,60.0,8.42,8.32,4.92,14775
1.0,Ideal,H,SI2,62.5,54.0,6.32,6.38,3.97,4163
1.7,Ideal,E,SI1,60.1,57.0,7.71,7.74,4.64,14623
1.72,Premium,G,VS1,59.4,60.0,7.82,7.86,4.66,17605
0.32,Ideal,F,VS1,61.6,57.0,4.39,4.42,2.71,716
0.32,Good,D,SI1,63.6,56.0,4.37,4.34,2.77,756
0.33,Ideal,E,VS1,60.6,57.0,4.54,4.5,2.74,1002
0.55,Premium,G,VS2,62.3,56.0,5.29,5.24,3.28,1668
1.5,Very Good,E,VS1,59.0,62.0,7.45,7.47,4.4,15957
1.11,Premium,H,SI1,58.9,59.0,6.82,6.76,4.0,4748
1.53,Premium,F,VS2,58.5,60.0,7.62,7.56,4.44,14483
2.3,Premium,J,SI1,59.6,59.0,8.61,8.56,5.12,12499
0.41,Premium,F,VVS2,60.4,58.0,4.84,4.8,2.91,1192
1.24,Ideal,D,VS1,61.6,55.0,6.92,6.9,4.26,12417
0.26,Ideal,F,SI1,61.8,55.0,4.12,4.14,2.55,447
0.71,Good,G,VVS1,62.7,61.0,5.64,5.68,3.55,3072
1.5,Ideal,I,VS1,62.0,54.0,7.32,7.38,4.56,10164
0.36,Ideal,H,VS1,61.8,57.0,4.6,4.56,2.83,810
1.06,Premium,D,VS2,59.3,55.0,6.7,6.65,3.96,7479
2.0,Premium,H,SI1,63.0,56.0,7.98,7.93,5.01,18371
1.01,Very Good,E,SI2,59.4,59.0,6.49,6.51,3.86,3857
0.55,Premium,E,SI2,58.4,61.0,5.37,5.31,3.12,1134
0.7,Premium,F,SI2,62.5,60.0,5.66,5.61,3.52,2373
0.8,Very Good,F,SI1,63.5,58.0,5.89,5.85,3.73,3082
0.3,Ideal,E,VS2,61.5,55.0,4.32,4.4,2.68,658
2.0,Premium,I,VS2,60.7,60.0,8.07,8.02,4.88,16694
0.41,Very Good,G,SI1,60.4,58.0,4.77,4.84,2.9,735
0.41,Very Good,E,VS1,62.9,56.0,4.72,4.78,2.99,931
1.06,Premium,F,VS2,61.8,60.0,6.58,6.53,4.05,6673
1.02,Ideal,I,SI1,62.0,56.0,6.44,6.46,4.0,4738
0.53,Premium,E,SI1,62.2,56.0,5.22,5.16,3.23,1654
0.5,Very Good,E,SI2,59.9,57.0,5.12,5.16,3.08,1097
0.9,Ideal,G,VS1,61.6,55.0,6.27,6.23,3.85,4460
1.82,Premium,I,VS1,61.4,60.0,7.83,7.8,4.8,13939
0.53,Very Good,E,VVS2,63.1,60.0,5.12,5.08,3.22,2043
0.9,Very Good,I,VS1,63.5,57.0,6.06,6.03,3.84,3484
1.0,Ideal,F,SI2,61.3,56.0,6.43,6.46,3.95,4372
0.32,Good,F,VS2,63.3,57.0,4.34,4.38,2.76,602
0.34,Ideal,I,SI1,60.2,57.0,4.54,4.5,2.72,589
0.71,Ideal,G,SI1,61.5,57.0,5.74,5.78,3.54,2345
0.44,Very Good,G,SI1,61.6,61.0,4.83,4.88,2.99,772
0.9,Very Good,I,VVS1,61.3,59.0,6.17,6.2,3.79,4099
0.33,Premium,F,SI2,62.3,58.0,4.4,4.43,2.75,434
0.52,Ideal,G,VS1,62.4,55.1,5.11,5.15,3.2,1758
0.39,Ideal,D,VS1,62.0,57.0,4.67,4.71,2.91,1095
1.01,Very Good,E,VS2,62.7,60.0,6.31,6.38,3.98,6128
1.15,Premium,G,VS1,63.0,60.0,6.68,6.6,4.18,7032
0.52,Ideal,D,SI1,60.9,57.0,5.17,5.21,3.16,1600
0.54,Ideal,H,VS1,61.0,56.0,5.25,5.27,3.21,1560
0.33,Ideal,G,VS1,62.1,54.0,4.47,4.45,2.77,854
0.52,Very Good,E,SI2,61.1,57.0,5.2,5.24,3.19,1146
0.7,Fair,H,SI1,65.0,59.0,5.54,5.5,3.59,1803
1.0,Premium,F,VS1,62.3,61.0,6.38,6.33,3.96,7336
0.32,Ideal,E,VS2,62.0,55.0,4.38,4.46,2.74,702
1.5,Good,G,I1,57.4,62.0,7.56,7.39,4.29,3179
0.4,Very Good,G,SI2,63.2,56.0,4.73,4.7,2.98,765
0.5,Premium,D,SI1,62.3,58.0,5.07,5.04,3.15,1654
0.56,Ideal,E,VS2,61.7,54.0,5.28,5.35,3.28,1819
0.31,Ideal,D,VS1,60.5,55.0,4.43,4.39,2.67,877
0.91,Premium,G,SI2,60.4,61.0,6.28,6.21,3.77,3376
1.5,Premium,G,SI2,61.7,55.0,7.39,7.32,4.54,5460
0.32,Ideal,E,VVS1,62.5,56.0,4.38,4.42,2.75,814
0.78,Very Good,E,SI1,63.4,56.0,5.84,5.9,3.72,2565
0.3,Ideal,G,VVS2,62.2,55.0,4.29,4.33,2.68,684
0.32,Ideal,D,VVS1,62.1,54.0,4.43,4.4,2.74,988
0.72,Ideal,F,VVS1,61.0,56.0,5.78,5.8,3.53,4362
0.91,Very Good,E,SI1,62.5,61.0,6.1,6.19,3.84,4512
0.56,Ideal,I,VVS1,61.1,55.0,5.35,5.33,3.26,1743
1.15,Premium,H,SI2,61.6,60.0,6.75,6.72,4.15,4830
0.7,Good,I,SI1,63.6,61.0,5.63,5.59,3.57,2142
1.1,Premium,H,SI1,60.4,60.0,6.72,6.68,4.05,5056
0.34,Premium,E,SI1,60.7,60.0,4.51,4.48,2.73,765
1.25,Ideal,J,VS2,62.6,54.0,6.94,6.9,4.33,5067
1.35,Premium,F,VS2,61.9,58.0,7.06,7.02,4.36,10962
0.34,Premium,D,SI1,62.0,56.0,4.47,4.43,2.76,803
2.5,Very Good,J,SI1,62.8,57.0,8.58,8.65,5.41,17028
0.43,Premium,F,SI1,62.6,58.0,4.77,4.81,3.0,792
0.32,Ideal,H,SI1,61.0,56.6,4.4,4.43,2.7,471
0.83,Ideal,E,SI2,61.9,53.0,6.08,6.04,3.75,3049
0.35,Premium,G,VVS2,62.2,58.0,4.54,4.49,2.81,1024
1.0,Premium,F,SI1,63.0,60.0,6.34,6.24,3.97,4234
0.78,Premium,J,SI2,60.6,58.0,5.94,5.91,3.59,2022
1.23,Premium,H,VS2,58.5,62.0,7.0,6.98,4.09,6150
0.54,Ideal,E,VS2,61.8,55.0,5.26,5.24,3.24,1847
1.04,Premium,H,SI1,58.7,61.0,6.62,6.57,3.87,4980
0.38,Very Good,E,VS2,60.3,58.0,4.67,4.72,2.83,866
0.33,Ideal,E,VVS2,60.9,56.0,4.45,4.48,2.72,814
1.12,Premium,G,SI2,61.2,58.0,6.67,6.69,4.09,4084
1.23,Ideal,I,VS2,62.4,58.0,6.81,6.88,4.27,6817
1.5,Ideal,F,SI1,60.9,56.0,7.43,7.36,4.5,8770
1.04,Ideal,F,SI1,62.1,56.0,6.54,6.47,4.04,4426
1.55,Ideal,J,SI2,62.0,56.0,7.42,7.38,4.59,6805
0.32,Ideal,G,IF,61.7,54.0,4.39,4.42,2.72,918
0.5,Premium,H,SI2,61.0,58.0,5.14,5.05,3.11,958
0.37,Premium,E,VS2,59.5,59.0,4.71,4.64,2.78,1041
1.33,Ideal,I,VS2,62.6,55.0,7.01,7.05,4.4,7325
0.33,Premium,G,VS2,61.9,59.0,4.46,4.4,2.74,743
0.31,Good,D,SI2,63.6,54.0,4.34,4.31,2.75,593
0.43,Premium,G,VS1,61.8,59.0,4.83,4.88,3.0,943
0.32,Very Good,F,VS2,62.8,57.0,4.33,4.36,2.73,645
1.33,Ideal,J,VS1,62.5,58.0,6.99,7.03,4.38,6449
0.91,Ideal,F,SI2,60.3,57.0,6.26,6.34,3.8,3763
0.7,Ideal,G,SI1,62.2,56.0,5.72,5.69,3.55,2352
0.36,Premium,G,IF,62.5,60.0,4.49,4.53,2.82,1074
0.32,Ideal,F,IF,60.9,57.0,4.4,4.44,2.69,929
1.1,Ideal,I,SI2,61.7,56.0,6.65,6.6,4.09,3216
0.38,Premium,D,SI2,59.2,61.0,4.72,4.67,2.78,812
0.71,Premium,F,VS2,62.1,58.0,5.7,5.67,3.53,2801
1.05,Premium,G,SI2,63.0,57.0,6.47,6.41,4.06,4618
1.21,Very Good,H,VS1,62.3,58.0,6.71,6.74,4.19,7246
0.7,Ideal,H,SI2,61.6,54.0,5.71,5.75,3.53,2110
0.38,Very Good,D,VS2,63.1,55.0,4.6,4.59,2.9,1005
0.51,Ideal,D,VS1,61.9,57.0,5.17,5.14,3.19,2177
0.3,Premium,F,VVS2,59.5,59.0,4.42,4.38,2.62,882
1.52,Very Good,J,SI1,59.9,57.0,7.45,7.47,4.47,7759
0.71,Ideal,E,SI2,61.2,57.0,5.74,5.82,3.54,2398
0.32,Ideal,D,SI2,62.6,56.0,4.4,4.38,2.75,612
0.78,Premium,F,SI1,60.8,60.0,5.97,5.94,3.62,2826
1.2,Ideal,G,VS1,62.3,56.0,6.77,6.82,4.23,8442
1.35,Ideal,G,VS1,62.7,57.0,7.02,7.07,4.42,10656
2.04,Premium,E,SI2,58.3,58.0,8.35,8.31,4.86,17379
0.26,Ideal,H,VS1,62.1,56.0,4.13,4.15,2.56,448
2.07,Premium,I,SI2,60.5,60.0,8.32,8.27,5.02,15055
0.37,Ideal,E,VVS1,61.5,56.0,4.64,4.59,2.84,1179
0.71,Ideal,F,VS2,61.8,56.2,5.7,5.75,3.53,3123
0.53,Ideal,E,SI2,61.2,55.0,5.23,5.26,3.21,1229
0.9,Very Good,D,SI1,61.9,55.0,6.18,6.22,3.84,4514
0.4,Premium,E,SI1,62.0,61.0,4.71,4.67,2.91,882
1.35,Ideal,G,IF,62.2,57.0,7.07,7.11,4.41,14616
0.41,Premium,E,SI1,62.4,58.0,4.75,4.77,2.97,755
0.31,Ideal,G,VS2,60.8,56.0,4.38,4.4,2.67,562
0.72,Ideal,I,VS2,61.1,56.0,5.76,5.82,3.54,2337
0.73,Ideal,E,SI1,62.8,57.0,5.73,5.74,3.6,2728
0.42,Premium,H,VVS1,62.0,58.0,4.82,4.79,2.98,1142
2.09,Very Good,H,SI2,60.1,63.0,8.21,8.16,4.92,12295
1.73,Very Good,H,VS2,61.7,56.0,7.64,7.7,4.73,12998
0.7,Good,G,SI1,64.6,59.0,5.49,5.54,3.56,2137
1.04,Ideal,H,VS2,59.3,57.0,6.64,6.58,3.92,5416
1.52,Ideal,D,VS2,62.1,58.0,7.36,7.4,4.58,15922
0.49,Premium,G,VS2,59.8,59.0,5.16,5.14,3.08,1240
0.32,Ideal,H,VS2,61.7,57.0,4.38,4.4,2.71,529
1.73,Premium,H,SI1,61.8,57.0,7.77,7.64,4.76,12931
0.41,Good,F,SI1,63.7,58.0,4.74,4.71,3.01,904
1.05,Ideal,G,VS2,61.8,57.0,6.53,6.48,4.02,6586
0.26,Very Good,F,VVS1,62.0,59.0,4.08,4.15,2.55,597
0.33,Ideal,E,VS1,62.3,53.8,4.42,4.44,2.76,771
1.21,Premium,D,SI2,62.5,57.0,6.79,6.71,4.22,6505
1.24,Ideal,I,SI1,62.1,56.0,6.84,6.88,4.26,5797
1.01,Ideal,F,I1,62.2,54.0,6.42,6.44,4.0,3377
0.42,Ideal,F,VS1,61.0,57.0,4.84,4.87,2.96,1031
1.91,Premium,G,SI2,61.9,58.0,7.9,7.84,4.87,9038
0.4,Ideal,E,VVS2,61.4,59.0,4.71,4.74,2.9,1106
1.0,Very Good,G,VVS2,62.3,58.0,6.39,6.45,4.0,7528
1.52,Premium,G,VS1,61.2,60.0,7.4,7.37,4.52,14424
0.55,Ideal,D,SI1,60.9,57.0,5.29,5.32,3.23,1840
0.32,Ideal,H,VVS2,61.5,55.0,4.41,4.44,2.72,628
0.7,Ideal,J,SI1,62.3,57.0,5.69,5.71,3.55,1974
1.14,Premium,F,VVS1,59.4,59.0,6.87,6.8,4.06,11654
1.06,Very Good,G,VVS2,62.9,56.0,6.56,6.6,4.14,7695
0.54,Ideal,D,VS2,61.2,56.0,5.24,5.28,3.22,1725
0.92,Premium,F,SI1,62.0,60.0,6.26,6.19,3.86,3910
1.71,Premium,H,VVS2,61.4,59.0,7.67,7.77,4.74,14731
0.85,Ideal,E,VS2,59.3,57.0,6.19,6.22,3.68,3924
0.51,Ideal,G,VS1,61.7,56.0,5.1,5.2,3.18,1668
0.9,Fair,D,SI2,64.9,57.0,6.03,5.98,3.9,3473
0.48,Good,G,VS2,60.3,60.7,5.06,5.11,3.06,1130
0.29,Premium,E,SI1,58.4,60.0,4.34,4.32,2.53,548
0.35,Very Good,E,VS2,62.1,59.0,4.46,4.49,2.78,767
0.85,Very Good,E,VS2,63.6,56.0,5.97,6.01,3.81,3997
0.39,Very Good,F,VS2,60.1,56.0,4.77,4.82,2.88,832
0.23,Very Good,F,VVS2,61.9,59.0,3.94,3.97,2.45,530
1.03,Premium,H,VS1,62.0,59.0,6.45,6.48,4.01,5523
0.32,Very Good,D,SI1,62.8,56.0,4.34,4.35,2.73,589
0.4,Good,D,VS2,63.2,57.0,4.65,4.71,2.96,786
2.02,Premium,E,SI2,59.9,58.0,8.18,8.14,4.89,13677
0.42,Ideal,G,VS2,60.8,57.0,4.82,4.85,2.94,847
0.3,Premium,F,VS2,62.5,58.0,4.26,4.28,2.67,605
0.34,Ideal,E,VS1,61.2,57.0,4.45,4.51,2.74,805
1.52,Very Good,H,SI1,60.9,59.0,7.43,7.49,4.54,9642
0.41,Premium,E,VS1,60.6,59.0,4.8,4.77,2.9,1153
0.8,Ideal,H,VS1,63.1,58.0,5.89,5.96,3.74,3111
0.32,Ideal,E,VS2,62.0,55.0,4.46,4.38,2.74,900
0.33,Ideal,E,VVS2,61.2,57.0,4.45,4.47,2.73,868
0.34,Ideal,D,SI1,62.3,57.0,4.48,4.44,2.78,803
0.31,Ideal,E,SI1,62.8,57.0,4.34,4.32,2.72,698
0.41,Premium,E,SI2,62.1,58.0,4.73,4.77,2.95,683
0.53,Ideal,H,SI1,61.0,56.0,5.23,5.26,3.2,1268
0.71,Very Good,H,VS1,62.6,58.0,5.72,5.75,3.59,2423
1.01,Very Good,E,SI1,62.8,60.0,6.38,6.39,4.01,5132
1.05,Ideal,F,VS2,59.1,57.0,6.67,6.66,3.94,7697
0.73,Ideal,E,SI2,62.8,55.0,5.73,5.76,3.61,2431
0.8,Premium,E,VS2,63.0,56.0,5.91,5.84,3.7,3494
1.2,Premium,H,SI2,62.1,57.0,6.84,6.69,4.21,3965
0.53,Ideal,F,VVS2,62.2,54.0,5.22,5.19,3.24,2290
0.3,Ideal,E,VS1,61.6,57.0,4.3,4.33,2.66,729
0.3,Premium,E,SI1,62.1,60.0,4.29,4.27,2.66,675
1.26,Very Good,H,SI1,62.5,56.0,6.88,6.93,4.31,7477
1.11,Premium,G,SI1,60.1,60.0,6.73,6.68,4.03,5281
1.06,Ideal,I,SI1,61.2,56.0,6.64,6.6,4.05,4630
2.04,Premium,I,SI2,59.8,59.0,8.3,8.23,4.94,14605
2.01,Premium,E,SI2,62.2,60.0,8.02,7.96,4.97,13387
0.56,Ideal,D,VS1,62.6,59.0,5.24,5.31,3.3,2170
0.25,Very Good,G,VVS1,61.7,56.0,4.07,4.09,2.51,525
1.01,Ideal,F,VS1,62.0,57.0,6.39,6.45,3.98,7465
1.51,Premium,D,SI1,62.5,60.0,7.27,7.23,4.54,11760
2.17,Very Good,I,SI1,62.1,61.0,8.24,8.27,5.13,15760
0.71,Very Good,F,SI1,64.0,58.0,5.59,5.66,3.6,2345
0.31,Premium,G,VS2,62.2,59.0,4.3,4.35,2.69,544
0.35,Ideal,F,VVS1,60.6,56.0,4.58,4.59,2.78,994
0.7,Fair,E,VS2,60.6,64.0,5.77,5.62,3.45,2697
0.51,Very Good,H,VS1,62.3,56.0,5.1,5.13,3.18,1628
0.9,Premium,I,SI1,63.0,60.0,6.08,5.99,3.8,3377
1.0,Fair,G,I1,64.9,56.0,6.2,6.14,4.01,2398
1.25,Very Good,F,SI1,61.4,56.0,6.91,6.94,4.25,7956
2.44,Very Good,J,VS2,58.1,60.0,8.89,8.93,5.18,18430
0.82,Very Good,E,SI2,63.3,56.0,5.99,5.95,3.78,2975
0.73,Premium,F,SI1,61.9,60.0,5.78,5.81,3.59,2504
0.7,Premium,F,VS2,62.6,61.0,5.66,5.61,3.53,2717
0.49,Very Good,F,SI1,62.5,57.0,4.99,5.02,3.13,1116
0.36,Premium,G,SI1,61.8,59.0,4.55,4.57,2.82,537
0.52,Ideal,H,VS2,61.7,54.0,5.18,5.22,3.21,1238
1.03,Ideal,G,SI1,61.1,57.0,6.54,6.58,4.01,5147
0.58,Good,E,VVS1,61.9,63.0,5.27,5.33,3.28,2243
